fax	faks, fax
skim	skim
skimmer	skimmer
skin	kulit, skin
skinheads	skinhead
skink	skink
skinned	dikuliti, berkulit
skinner	skinner
skinning	menguliti
skinny	skinny, kurus
skins	kulit, skins
skip	skip, lewati
skipped	dilewati, lewati
skipper	skipper, nakhoda
skippers	skippers
skipping	melewatkan, dilewati
skippy	skippy
skips	lewati
skirt	rok, skirt
skirting	berkilah
skirts	rok
skis	ski
skit	skit
skittle	pardede
skl	skl
skm	skm
skookum	skookum
skool	skool
skou	skou
sku	sku
skua	skua
skull	tengkorak, skull
skunk	sigung
skunks	sigung
sky	sky, langit, angkasa
skyblue	skyblue
skye	skye
skyline	cakrawala, skyline
skyrocketed	meroket
skyrocketing	meroket
skyros	skyros
skyscraper	skyscraper
skyway	skyway
skyways	skyways
sla	sla
slab	lempengan, slab
slabs	lempengan
slac	slac
slack	kendur
slackers	pemalas
slade	slade
slain	slain
slalom	slalom
slam	slam, banting
slammed	membanting
slamming	membanting
slams	membanting
slandered	difitnah
slandering	memfitnah
slang	slang
slant	sipit, kemiringan
slanted	sipit
slap	tampar, tamparan, menampar
slapped	ditampar, menampar
slapping	menampar
slaps	tamparan, menampar
slash	tebas, slash, sayat
slashdot	slashdot
slashed	terpotong
slate	slate
slater	slater
slats	slat, bilah
slatted	papan
slaughter	jagal, pembantaian
slaughtered	dibantai
slaughtering	menyembelih
slav	slavia
slava	slava
slave	budak
slavery	perbudakan
slaves	budak
slavic	slavia
slavko	slavko
slavonic	slavonic
slavs	slavs
slay	membunuh, bunuhlah, bunuh
slayer	slayer
slayers	slayers
slayton	slayton
slb	slb
slbm	slbm
sld	sld
sledge	sledge
sledgehammer	godam
sleep	tidur, sleep
sleepers	kahfi
sleeping	tidur, sleeping
sleepy	ngantuk, mengantuk
sleeve	lengan
sleigh	giring
slender	ramping
slf	slf
slg	slg
sli	sli
slice	irisan, slice
sliced	diiris
slices	irisan, slice
slicing	mengiris
slick	licin, slick
slickers	slickers
slide	slide, geser
slider	slider, penggeser
sliders	slider
slides	slide, seluncuran
slim	langsing, slim, ramping
slime	lendir, slime
slims	slims
slimy	berlendir
sling	sling
slinging	slinging
slings	sling
slingshot	slingshot
slingshots	ketapel
slink	slink
slip	tergelincir, terpeleset, slip
slipknot	slipknot
slipped	tergelincir, terpeleset
slipper	sandal
slippers	sandal
slippery	licin
slipping	tergelincir
slips	slip
slit	menggorok, celah
slither	slither, merayap
slitting	menggorok
sliven	sliven
slm	slm
slo	slo
sloan	sloan
sloane	sloane
slogans	slogan
sloka	sloka
sloop	sloop, sekoci
slope	kemiringan, lereng
slopes	lereng
sloppy	ceroboh
slot	slot
sloth	kungkang, kemalasan
sloths	sloth
slots	slot, slots
slouching	membungkuk
slovak	slowakia
slovakia	slowakia
slow	slow, perlahan, lambat, lamban
slowed	diperlambat
slower	lambat
slowly	perlahan
slp	slp
slr	slr
sls	sls
slt	slt
slug	bekicot, siput
slugger	slugger
slugs	siput
slum	kumuh
slumber	kantuk
slumbering	pulas
slumbers	slumbers
slump	merosot, kemerosotan
slums	kumuh
slur	cercaan
slut	pelacur, sundal
slv	slv
sly	sly
sma	sma
smack	menampar
small	small, kecil
smallest	terkecil
smalling	smalling
smalls	smalls
smalltalk	smalltalk
smart	cerdas, pintar, smart
smartest	terpandai, terpintar
smarting	perih
smartphone	smartphone
smartphones	smartphone
smarty	smarty
smash	smash
smashes	smash
smb	ukm, smb
smd	membual
sme	ukm
smear	smear
smeared	dioleskan
smell	penciuman, bau
smelling	tercium
smelly	berbau
smelting	peleburan
smeltz	smeltz
smetana	smetana
smf	smf
smg	smg
smh	smh
smi	smi
smile	smile, senyum, tersenyum, tersenyumlah
smiled	tersenyum
smiles	senyum, senyuman, tersenyum
smiley	smiley
smileys	smiley, senyuman
smiling	smiling, tersenyum
smirk	menyeringai
smirking	menyeringai
smit	smit
smita	smita
smith	smith
smithee	smithee
smithers	smithers
smithfield	smithfield
smithies	smithies
smiths	smiths
smits	smits
smitty	smitty
smk	smk
sml	sml
smn	smn
smo	smo
smog	smog
smoke	merokok, asap
smoked	merokok
smoker	perokok
smokers	perokok
smokestack	cerobong
smokey	smokey
smoking	berasap, merokok
smoky	smoky, berasap
smooth	lancar, smooth, kelancaran, halus, mulus
smoothie	smoothie
smoothies	smoothie
smoove	smoove
smriti	smerti
sms	sms
smtp	smtp
smudge	noda
smuggle	penyelundupan, menyelundupkan
smuggled	diselundupkan
smuggler	penyelundup
smugglers	penyelundup
smuggles	menyelundupkan
smuggling	penyelundupan
smurf	smurf
smurfs	smurf, smurfs
smuts	smuts
smyth	smyth
snack	camilan, kudapan, snack, cemilan
snacks	camilan, kudapan, snack, cemilan
snafu	semrawut
snail	bekicot, siput, keong
snake	ular
snakehead	toman, snakehead
snakes	ular
snap	jepret, snap, kancing
snapchat	snapchat
snapdragon	snapdragon
snape	snape
snapped	bentak, tersentak
snapper	kakap, snapper
snapping	gertakan
snaps	jepret, jepretan
snare	snare
snark	snark
snarling	gertakan
snatch	merebut
snatched	disambar
snatcher	penjambret
snatchers	perampas
snc	snc
sncc	sncc
sne	sne
sneak	menyelinap
sneakers	sneakers
sneaking	menyelinap
sneaky	licik
sneer	mencibir
sneeze	bersin
sneezes	bersin
sneezing	bersin
snell	snell
snes	snes
sni	sni
snickers	snickers
snide	sinis
snider	snider
sniff	mengendus
sniffing	mengendus
sniffles	pilek
snipe	snipe
sniper	sniper
snipers	sniper
snipes	snipes
sniping	mengecam
snippet	snippet
snippets	snippet
snitch	mengadu, pengadu
snl	snl
snmp	snmp
snob	sombong
snoddy	snoddy
snook	snook
snooker	bilyard
snoop	snoop
snooping	mengintip
snoopy	snoopy
snooze	tunda
snopes	snopes
snoring	mendengkur
snorkel	snorkel
snorkeling	snorkling, snorkeling
snorkelling	snorkel
snot	ingus
snout	moncong
snouts	moncong
snow	salju, snow
snowboard	snowboard
snowboarding	snowboarding
snowflake	salju, snowflake
snowing	salju, bersalju
snowshoe	snowshoe
snowy	snowy
sns	sns
snub	pesek
snuggle	meringkuk
sny	sny
soa	soa
soak	rendam
soaked	direndam
soaking	kuyup
soaks	membasahi
soap	sabun, soap
soaps	sabun
soared	melonjak, melambung
soares	soares
soaring	melonjak
soars	melonjak
soas	soas
sob	sob, tersedu
sobbing	tersedu
sobe	sobe
sobel	sobel
sober	sadar
sobota	sobota
soc	soc
soca	soca
socal	socal
soccer	sepakbola, soccer
sochaux	sochaux
social	social, sosial
socialism	sosialisme
socialist	sosialis
socialists	sosialis
socializing	bersosialisasi
socially	sosial
sociedad	sociedad
societies	masyarakat
society	society, masyarakat
sock	sock
socket	soket, socket
sockets	soket, socket
sockpuppet	sockpuppet
socks	socks, mukena
socom	socom
socotra	socotra
socratic	sokrates
socs	soc
sod	sod
soda	soda
sodas	soda
soddy	soddy
sodium	sodium, natrium
sodom	sodom
soe	soe
sof	sof
sofa	sofa
sofi	sofi
sofia	sofia
soft	empuk, soft, lembut
soften	melunak, melunakkan, melembutkan
softened	melunak
softener	softener
softens	melembutkan
softly	lembut
software	software
sofya	sofya
sog	sog
soga	soga
sogod	sogod
soh	soh
sohail	sohail
sohc	sohc
soi	soi
soil	tanah, tanahnya
soils	tanah
sois	sois
soja	soja
sojourner	sojourner
soko	soko
sol	sol
sola	sola
solan	solan
solar	surya, solar
solaris	solaris
solas	solas
sold	terjual, sold, dijual
soldering	solder
soldier	tentara, prajurit, serdadu, soldier
soldiers	tentara, prajurit, serdadu
sole	sole
soler	soler
soli	soli
solicitor	pengacara
solid	solid, padat
solidi	solidi
solidified	dipadatkan
solids	solids
soliman	soliman
solis	solis
solitaire	solitaire
solitary	soliter
soliton	soliton
solitudes	solitudes
solo	solo
soloists	soloists
solomon	solomon, salomo, sulaiman
solos	solo
solstice	solstice
solubility	kelarutan
solum	solum
solution	larutan, solusi
solutions	larutan, solusi
solvable	solvable
solve	memecahkan, selesaikan, pecahkan
solved	memecahkan, diselesaikan, dipecahkan, terpecahkan, terjawab
solvent	pelarut
solvents	pelarut
solves	memecahkan, pecahkan
solving	memecahkan
som	som
soma	soma
somali	somalia
somalia	somalia
somatic	somatik
somber	muram
sombrero	sombrero
some	some, beberapa
somebody	seseorang, somebody
someone	seseorang, someone
somer	somer
somerhalder	somerhalder
somers	somers
somersault	koprol
somerset	somerset
somerville	somerville
something	something, sesuatu
sometimes	terkadang, kadang
sommerfeld	sommerfeld
sommers	sommers
somogy	somogy
son	nak, putra, son, anak
sona	sona
sonar	sonar
sonata	sonata
sonate	sonate
sondrio	sondrio
sone	sone
song	lagu, song
songhay	songhay
songlines	songlines
songo	songo
songs	lagu, songs
songwriters	songwriters
soni	soni
sonia	sonia
sonic	sonic, sonik
sonja	sonja
sonnet	soneta
sonny	sonny
sons	sons
sontag	sontag
sony	sony
soo	soo
soon	soon, segera
sooo	sso
soot	jelaga
soothing	menenangkan
sopa	sopa
soph	soph
sophie	sophie
sophisticated	canggih
sophomores	mahasiswi
sopot	sopot
soprano	sopran
sops	sops
sora	sora
sorcery	sihir
sore	pegal
sorg	sorg
sorghum	sorgum
soriano	soriano
sorkin	sorkin
soro	soro
soros	soros
sorrell	sorrell
sorrow	kesedihan, duka
sorry	maaf
sort	urut, urutkan
sorte	sorte
sorted	diurut, terurut, diurutkan
sorting	mengurutkan, menyortir, pengurutan
sos	sos
sot	sot
sota	sota
soto	soto
sotto	sotto
sou	sou
soucie	soucie
sought	dicari
soul	jiwa, soul
soulmates	soulmates
sound	sound, suara
sounded	dibunyikan
sounder	sounder
sounders	sounders
sounding	terdengar
sounds	suara, bunyi, kedengarannya, sounds, bunyinya
soundscapes	soundscapes
soundtracks	soundtrack
soup	sup
soups	sup
sour	sour
source	sumber
sourced	bersumber
sources	sumber
sous	sous
sousa	sousa
south	selatan, south
southampton	southampton
southbank	southbank
southeast	tenggara
southeastern	tenggara
southern	southern, selatan
southwest	southwest
souto	souto
souvenir	suvenir, souvenir
souvenirs	suvenir, cinderamata, souvenir
souza	souza
sovereign	berdaulat, kedaulatan
soviet	soviet
soviets	soviet
sow	tabur, sow, menabur
sowing	menabur
sown	ditaburkan
sows	menabur
sox	sox
soy	soy, kedelai
soya	kedelai
soybean	kedelai
soybeans	kedelai
soyer	soyer
spa	spa
space	ruang, spasi, space, angkasa
spaceflight	spaceflight
spaceflights	spaceflights
spacelab	spacelab
spaces	spasi
spacesuits	antariksa
spacey	spacey
spacing	jarak, spasi
spade	spade
spades	sekop
spaghetti	spaghetti, spageti
spalding	spalding
spall	spall
spam	spam
spammers	spammer
spamming	spamming, spam
span	rentang, span
spang	spang
spangled	spangled
spaniard	spaniard
spaniel	spaniel
spanish	spanish, spanyol
spanky	spanky
spanos	spanos
spar	spar
spare	serep, spare
spared	terhindar
spark	percikan, spark
sparking	memicu
sparkle	sparkle, kilau
sparkles	berkilau, kilau
sparkling	gemerlap, berkilau, berkilauan
sparkplug	sparkplug
sparks	sparks, percikan
sparring	tanding
sparrow	jalak, pipit, sparrow
sparse	sparse
sparta	sparta
spartans	spartan
spas	spa
spasm	kejang
spasms	kejang
spatial	spasial
spatter	cipratan
spawn	spawn, bertelur
spawning	pemijahan
spb	spb
spca	spca
spck	spck
spd	spd
spe	spe
speak	berbicara, bicaralah, bicara
speaker	speaker, pembicara
speakers	speaker, pembicara
speaking	berbicara
spear	tombak
spearfish	spearfish
spearheaded	dipelopori
spearing	menombak
spec	spesifikasi, spec, spek
special	istimewa, spesial, special, khusus
specialist	spesialis
specialists	spesialis
specialities	spesialisasi
specialized	spesialis
specializes	spesialisasi
specials	spesial, khusus
specialty	spesialisasi, khusus
speciation	alopatrik
species	spesies, species
specific	spesifik, tertentu, khusus
specifications	spesifikasi, spesifikasinya
specifics	spesifik
specified	dispesifikasikan, ditentukan, dinyatakan
specifies	menspesifikasikan
specimen	spesimen
specimens	spesimen
speck	setitik, noda
specks	bercak
specs	spesifikasi, specs
spectacle	tontonan
spectacular	spektakuler
spectator	penonton
specter	specter
spectra	spectra
spectral	spektral
spectre	spectre
spectrograph	spectrograph
spectrometer	spektrometer
spectrometry	spectrometry
spectroscopic	spectroscopic
spectroscopy	spektroskopi
spectrum	spektrum
speculates	berspekulasi
speculating	berspekulasi
speculations	spekulasi
speculative	spekulatif
speculum	speculum
speech	pidato, speech, ucapan, berpidato
speeches	pidato
speed	kecepatan, speed
speedboats	speedboat
speeding	ngebut, mengebut
speeds	kecepatan
speedy	speedy
speelman	speelman
speke	speke
spell	spell, mantra, eja
spelled	dieja
spelling	mengeja, ejaan, eja, spelling
spellman	spellman
spencer	spencer
spend	pembelanjaan, dibelanjakan, pengeluaran, menghabiskan
spender	pemboros
spending	pembelanjaan, pengeluaran
spends	pembelanjaan, menghabiskan
spent	pembelanjaan, dibelanjakan, pengeluaran, menghabiskan
sperm	sperma
spermatozoa	spermatozoa
spero	spero
sperry	sperry
spes	spes
spewing	memuntahkan
spey	spey
spezia	spezia
spg	spg
sph	sph
sphere	bola, lingkup
sphinx	sphinx
sphynx	sphynx
spi	spi
spice	rempah, bumbu, spice
spiced	berbumbu
spices	rempah
spicy	pedas
spider	laba, spider
spiderman	spiderman
spiegel	spiegel
spigot	keran
spike	spiegel, spike
spiked	berduri
spiker	spiker
spikes	paku, spike
spill	tumpah, tumpahan, menumpahkan
spilled	tumpah, menumpahkan
spilling	menumpahkan
spills	tumpah
spin	berputar, spin, putar
spinach	bayam
spinal	spinal
spindle	spindle
spinel	spinel
spinifex	spinifex
spink	spink
spinks	spinks
spinner	spinner, pemintal
spinners	pemintal
spinning	berputar, pemintalan
spinosa	spinosa
spinoza	spinoza
spiny	spiny
spiral	spiral
spirals	spiral
spire	spire
spirit	semangat, ruh, spirit
spirited	semangat, bersemangat
spirits	roh, semangat, ruh, arwah
spiritual	spiritual, rohani
spiritualist	spiritualis
spiritualists	spiritualis
spirituals	spirituals
spiritus	spiritus
spiro	spiro
spiros	spiros
spit	ludah, meludah
spite	kedengkian
spitfire	spitfire
spitfires	spitfires
spits	meludah
spitsbergen	spitsbergen
spittal	spittal
spitting	meludah, meludahi
spitz	spitz
spivak	spivak
spk	spk
spl	spl
splash	cipratan, percikan, splash
splashes	percikan
splashing	percikan
splatter	memerciki
splattered	berceceran
spleen	limpa
spliced	disambung
spline	spline
splint	belat
splinters	serpihan
split	belah, pecah, split, pisah
splits	split
splitting	membelah
spm	spm
spn	spn
spo	spo
spock	spock
spoil	memanjakan, merusak
spoiled	dimanjakan, manja
spoiler	spoiler
spoilers	bocoran
spoiling	memanjakan
spoils	rampasan
spoilt	manja
sponge	sponge, spons
sponges	spons
spongiform	spongiform
sponsored	disponsori
sponsoring	mensponsori
sponsors	sponsor
spontaneous	spontan
spooky	seram, menyeramkan
spool	spool
spoon	sendok
spooner	spooner
spoons	sendok
spor	spor
sporadic	sporadis
sporangia	sporangia
spore	spora
spores	spora
sport	sport, olahraga
sporting	sporting
sportive	sportive
sports	olahraga, sports
sportscar	sportscar
sportsmen	olahragawan
sporty	sporty
spot	spot
spotlight	sorot, sorotan
spots	bintik
spotted	ketahuan
spotting	bercak
spouse	pasangan
spouting	menyemburkan
sprague	sprague
sprained	keseleo, terkilir
sprawl	sprawl
sprawled	terlentang, tergeletak
spray	semprot, spray, semprotan
sprayed	disemprot
sprayer	disemprot, semprotan
sprayers	sprayer
spraying	penyemprotan, menyemprot
spread	disebarkan, menyebar, sebarkan, sebar, penyebaran
spreaders	penyebar
spreading	menyebar, menyebarkan
spreads	menyebar
spreadsheets	spreadsheet
spree	foya
sprenger	sprenger
spring	spring, pegas
springboks	springbok
springer	springer
springs	springs
springsteen	springsteen
sprinkle	taburi
sprinkled	ditaburi
sprinkler	penyiram
sprinklers	penyiram
sprinkling	penyiraman
sprint	sprint
sprinter	sprinter
sprite	sprite
sprocket	sproket
sprockets	sproket
sprouse	sprouse
sprouts	kecambah
spruce	cemara
sprung	bermunculan
spss	spss
spud	spud
spun	dipintal
spur	memacu
spurious	spurious
spurling	spurling
spurlock	spurlock
spurred	memacu
spurs	spurs
sputnik	sputnik
spv	spv
spx	spx
spy	spy
spying	memata
spyros	spyros
sql	sql
sqrt	sqrt
squabbling	bertengkar, cekcok
squad	skuad, squad, regu, pasukan
squadron	skuadron
squads	skuat, regu
squandering	boros
square	square, persegi, kuadrat
squared	kuadrat
squares	kuadrat
squash	squash, labu
squat	berjongkok, jongkok
squatting	berjongkok, jongkok
squawk	squawk
squeak	cicit
squeal	memekik, menjerit
squealing	memekik
squeeze	remas, peras, memeras, meremas
squeezed	diperas, peras, meremas
squibb	squibb
squid	squid, cumi
squids	cumi
squier	squier
squint	juling
squirrel	tupai, squirrel, bajing
squirrels	tupai
squirt	muncrat, menyemprotkan
squirting	menyemprotkan
sra	sra
srbs	srb
src	src
sre	sre
sres	sres
sri	sri
srinivasan	srinivasan
srk	srk
srm	srm
srn	srn
srna	srna
sro	sro
srs	srs
srt	srt
srtm	srtm
sru	sru
srv	srv
srw	srw
sry	sry
ssa	ssa
ssd	ssd
sse	sse
ssh	ssh
ssid	ssid
ssl	ssl
sso	sso
ssrn	ssrn
sst	sst
sta	sta
stab	tusuk, menusuk, stab, tikam
stabbed	ditikam, ditusuk
stabbing	penusukan, menikam
stabbings	penusukan
stabilisation	stabilisasi
stabiliser	stabilisator
stabilising	menstabilkan
stability	stabilitas, kestabilan
stabilization	stabilisasi
stabilized	stabil
stabilizer	stabilizer
stabilizing	menstabilkan, stabilisasi
stable	stabil
stack	tumpukan, tumpuk, stack
stacked	bertumpuk, ditumpuk
stacking	menumpuk
stacy	stacy
stade	stade
stadia	stadia
stadium	stadion, stadium
stadiums	stadion
staff	staf, staff
stafford	stafford
staffordshire	staffordshire
stag	rusa
stage	pentas, tahap, panggung, stage
stagecoach	stagecoach
staged	dipentaskan
stages	tahapan
stagger	sempoyongan, terhuyung
staggering	mengejutkan
staging	pementasan
stagnant	stagnan
stagnation	kemandekan
stahl	stahl
stain	noda
stained	bernoda, ternoda, noda
stainer	steiner
staining	pewarnaan
stainless	stainless
staircase	tangga
stairs	tangga
stake	pancang
stakeholder	stakeholder
stakeholders	stakeholder
stakes	patok, pancang
stalag	stalag
stale	apek, basi
staley	staley
stalin	stalin
stalk	tangkai, stalk
stalker	penguntit, stalker
stalkers	penguntit
stalking	menguntit, stalking
stalks	tangkai
stall	kios
stalled	macet, terhambat, terhenti
staller	staller
stalling	mengulur
stallings	stallings
stallion	stallion
stallman	stallman
stalls	warung
stam	stam
stamp	stempel, cap, perangko
stamped	dicap
stampeders	stampeders
stamper	stamper
stamping	stamping
stamps	perangko, stempel
stan	stan
stand	stand, berdiri
standalone	mandiri
standard	standar, standard
standardization	standardisasi
standards	standar
standby	siaga, standby
stander	stander
standing	standing, berdiri
standings	klasemen
stands	stand
standup	standup
stanford	stanford
stang	stang
stank	berbau
stanley	stanley
stannard	stannard
stans	stans
stanton	stanton
staple	staples
stapler	stapler
staples	staples
star	star, bintang
starburst	starburst
starch	pati
starcraft	starcraft
stare	tatapan, menatap, tatap
stares	tatapan
starfighter	starfighter
staring	menatap
stark	stark
starks	starks
starkweather	starkweather
starlet	starlet
starlight	starlight
starling	jalak, starling
starred	berbintang, membintangi
starring	bintangi, dibintangi, membintangi
starry	berbintang
stars	bintang, stars
starstruck	starstruck
start	mulai, mulailah, start
started	dimulai, memulai
starter	starter
starting	mulai, dimulai, starting, memulai
startled	kaget
startup	awalan, startup
startups	startup
starve	kelaparan
starving	kelaparan
stasis	stasis
stat	stat
state	negara, keadaan, state
stated	dinyatakan
stateless	stateless
statement	pernyataan
staten	staten
states	negara
statesman	negarawan
static	static, statik, statis
stating	menyatakan
station	stasiun, station
stationed	ditempatkan
stations	stasiun
statistic	statistik
statistics	statistika, statistik
statler	statler
statoids	statoids
stats	stat, statistik
statue	patung
statues	patung
status	status
staudinger	staudinger
staunton	staunton
stax	stax
stay	tetap, tinggal, stay
stb	stb
stc	stc
std	std
stds	pms
ste	ste
steady	mantap
steak	steak, bistik, stik
steaks	steak, bistik
steal	mencuri, curi
stealer	pencuri
stealing	mencuri
stealth	siluman, stealth
steam	uap, steam, kukus
steamed	kukus
steaming	mengepul
stearman	stearman
steel	baja, steel
steele	steele
steelers	steelers
steels	steels
steep	curam
steeple	menara
steer	mengarahkan
steering	setir, kemudi
stefani	stefani
stefanie	stefanie
steffen	steffen
steffi	steffi
steffy	steffy
steinbeck	steinbeck
steinberger	steinberger
steiner	steiner
steinfeld	steinfeld
steinhardt	steinhardt
steinman	steinman
steinmetz	steinmetz
steins	steins
steitz	steitz
stele	nestorian, prasasti
stella	stella
stem	batang
stems	batangnya
sten	sten
stencil	stensil
stengel	stengel
steno	steno
step	step, langkah, melangkah
stephano	stephano
stephen	stephen
stephenie	stephenie
stephens	stephens
stepper	stepper
steppers	stepper
steppes	stepa
stepping	melangkah
steps	langkah
steptoe	steptoe
stereo	stereo
stereos	stereo
stereoscopic	stereoscopic
stereotype	stereotip
stereotypes	stereotip
sterile	steril
sterilized	disterilkan, steril
sterling	sterling
stern	buritan, stern
sterna	sterna
sternal	sternum
sternberg	sternberg
sterne	sterne
steroid	steroid
steroids	steroid
sterol	sterol
stetson	stetson
steve	steve
stevens	stevens
stevenson	stevenson
stew	rebus, rebusan
steward	steward
stewardess	pramugari
stewardesses	pramugari
stewart	stewart
stf	stf
stg	stg
sth	sth
stick	tongkat, stick
sticker	sticker, stiker
stickers	stiker
sticks	tongkat
sticky	lekat, lengket
stieglitz	stieglitz
stiffened	menegang
stifling	gerah
stig	stig
stigma	stigma
stigmas	stigma
stigmata	stigma, stigmata
stigmatized	dinodai
stiles	stiles
stiletto	stiletto
stilettos	stiletto
still	masih
stiller	stiller
stillman	stillman
stills	stills
stillwater	stillwater
stilton	stilton
stilwell	stilwell
stim	stimulasi
stimson	stimson
stimulant	stimulan
stimulated	dirangsang
stimulates	merangsang
stimulating	menstimulasi, merangsang
stimulation	rangsangan, stimulasi
stimuli	stimulus, rangsangan
stimulus	stimulus
sting	sengatan, menyengat, sting
stinger	penyengat, stinger
stings	sengatan
stink	bau
stinks	busuk
stinky	stinky
stinson	stinson
stipe	stipe
stir	aduk
stirling	stirling
stirred	diaduk, mengaduk
stirrer	pengaduk
stirring	mengaduk, aduk
stirs	menggugah
stitch	jahitan, jahit, stitch
stitched	dijahit
stitches	jahitan
stitching	jahitan
stith	stith
stix	stix
stl	stl
stm	stm
stn	stn
sto	sto
stock	bursa, stock, saham, stok
stockard	stockard
stockholm	stockholm
stockholms	stockholms
stocking	stoking
stockings	stoking
stockley	stockley
stockpiled	ditimbun
stockpiling	menimbun
stocks	saham
stoddard	stoddard
stoddart	stoddart
stojan	stojan
stoke	stoke
stoked	memicu
stokely	stokely
stokes	stokes
stole	mencuri
stolen	dicuri
stoll	stoll
stoller	stoller
stolpersteine	stolpersteine
stoltz	stoltz
stoma	stoma
stomach	perutnya, lambung, perut
stomata	stomata
stomatitis	stomatitis
stomp	injak
stomped	menginjak
stone	batu, stone
stoned	dirajam
stoneman	stoneman
stoner	stoner
stones	batu
stony	stony
stooges	stooges
stookey	stookey
stool	bangku
stools	bangku
stop	berhenti, stop
stopped	dihentikan, terhenti
stoppers	pemutus
stopping	menghentikan
storage	penyimpanan
store	simpan, toko
stored	tersimpan, disimpan
stores	toko
stories	cerita, stories
stork	bangau
storm	badai, storm
stormer	stormer
storms	badai
stormy	badai, stormy
story	cerita, story, berita, kisah
storytellers	pendongeng
stott	stott
stoudemire	stoudemire
stout	kokoh
stove	tungku, kompor
stow	stow, menyelundup
str	str
stradling	stradling
strafe	memberondong
straggler	ngeyel
straight	straight, lurus
straighten	meluruskan
straightened	diluruskan
straightening	meluruskan
strain	strain
strainer	ayakan
strait	selat
straits	straits
strake	strake
strand	strand
strandberg	strandberg
stranding	terdampar
strands	untai
strange	aneh, strange
stranger	asing, stranger
strangest	teraneh
strangled	dicekik
strangler	pencekik
strangling	tercekik, mencekik
strap	tali, strap
straps	tali
strasbourg	strasbourg
strassburg	strassburg
strat	strat
strata	strata
stratagems	siasat
strategic	strategis
strategies	strategi
strategy	strategi
straten	stratton
strathmore	strathmore
stratified	stratified
stratigraphy	stratigrafi
stratum	stratum
stratus	stratus
straub	straub
straw	jerami, sedotan
strawberries	stroberi, strawberry
strawberry	stroberi, strawberry
straws	sedotan
stray	tersesat, nyasar
strayed	sesat
straying	kesesatan
strays	nyasar
streak	beruntun
streaking	melesat
stream	aliran, arus, stream, streaming
streamed	streaming
streaming	streaming
streamlining	memuluskan
streams	aliran, stream
streep	streep
street	jalanan, street
streetcar	trem
streets	jalanan
streisand	streisand
strelitz	strelitz
strength	kekuatan
strengthen	memperkuat, menguatkan, perkuat
strengthened	diperkuat
strengthening	penguatan
strengthens	memperkuat
stress	stres, stress
stressed	stres, stress, tertekan
stresses	tegangan, menekankan
stretch	stretch, peregangan, meregang
stretched	membentang
stretcher	tandu
stretches	peregangan, membentang, ulurkan
stretching	peregangan, membentang, meregang
striated	lurik
stricken	terserang, terpukul
strict	ketat
stride	stride
strife	perselisihan
strike	mogok, strike, serang, coret
striker	striker
strikes	strike, pemogokan
striking	mencolok, menyolok
string	untaian, string
stringed	berdawai
stringing	merangkai
strings	senar, string
strip	strip
stripe	stripe
striped	bergaris
stripes	belang, stripes
stripped	ditelanjangi, dilucuti
stripping	stripping
strips	strip
strive	berjihad
strobe	strobe
strobel	strobel
strobes	strobe
strobl	strobl
strode	strode
stroke	stroke, sapuan
strokes	sapuan, stroke
stroma	stroma
stromal	stromal
stromberg	stromberg
stromboli	stromboli
stromer	stromer
strong	tegar, strong, kuat
strongarm	strongarm
stronger	kuat
strongly	sangat, kuat
strongman	strongman
strontium	strontium
stroud	stroud
strove	berjihad
struck	melanda, disambar
structural	struktur, struktural
structure	struktur
structured	terstruktur
structures	struktur
struggle	perjuangan
struggles	perjuangan, pergumulan
struggling	berjuang, memperjuangkan
strut	strut
struts	struts
strychnine	strychnine
stryker	stryker
sts	sts
stt	stt
stu	stu
stub	stub
stubble	tunggul
stuck	terjebak, stuck, macet
stud	pejantan, stud
studdard	studdard
studded	berhias
student	pelajar, mahasiswa, murid, siswa, student
students	pelajar, santri, mahasiswa, murid, siswa
studer	studer
studie	studie
studied	dipelajari, belajar
studies	studi
studio	studio
studios	studios, studio
study	kajian, belajar, studi
studying	belajar
stuff	hal, barang
stuffed	kekenyangan
stumble	tersandung
stumbled	tersandung
stump	tunggul
stumps	tunggul
stun	setrum
stung	tersengat, menyengat, disengat
stunning	menakjubkan
stunt	stunt
stunted	terhambat
stunts	stunts
stupid	bodoh, stupid
stupidity	kebodohan
sturdy	kokoh
sturgeon	sturgeon
sturgeons	sturgeons
sturm	sturm
sturt	sturt
stutter	gagap
stuttering	gagap
stv	stv
stx	stx
sty	sty
style	gaya, style, bergaya
styled	ditata
styles	styles, gaya
styling	styling, bergaya
stylist	penata, stylist
stylists	penata
styrofoam	styrofoam
styron	styron
styx	styx
sub	sub
suba	suba
subarachnoid	subarachnoid
subatomic	subatom
subcategories	subkategori
subdivisions	subdivisi
subdomains	subdomain
subduction	subduksi
subduing	menundukkannya
subdural	subdural
subedar	subedar
subgenres	subgenres
subgroup	subgrup
subgroups	subgrup
subic	subic
subject	subyek, subjek, perihal
subjected	menundukkan
subjective	subyektif, subjektif
subjects	subyek, subjek
subjugated	menundukkan
sublimation	sublimasi
subliminal	subliminal
submarine	selam
submerged	terendam
submission	pengiriman, pengajuan, penyerahan
submissive	penurut
submitted	dikirimkan, dikirim, diajukan
submitting	pengajuan, mengajukan
subnets	subnet
suborders	subordo
subordinate	bawahan
subpoena	somasi
subprefectures	subprefektur
subramaniam	subramaniam
subramanian	subramanian
subs	subs
subscribed	berlangganan
subscriber	pelanggan
subscribers	pelanggan
